Brand,Model,Gear,KM,Energie,Year,Price,Zip_code,longitude,latitude
PEUGEOT,208,Manuelle,26678,Essence,2019,11 499,16430,0.14593333333333333,45.7167
PEUGEOT,308,Manuelle,8937,Essence,2020,19 990,62114,2.6830000000000003,50.4451
PEUGEOT,208,Manuelle,20526,Essence,2019,11 990,64400,-0.6438736842105262,43.1333
PEUGEOT,308,Manuelle,14600,Essence,2020,22 990,60740,2.4536,49.2218
PEUGEOT,208,Automatique,20314,Essence,2020,17 990,84000,4.8089,43.9483
PEUGEOT,208,Manuelle,23193,Essence,2019,11 860,73203,,
PEUGEOT,2008,Manuelle,35548,Diesel,2019,15 390,63000,3.0863,45.7797
PEUGEOT,208,Manuelle,23192,Essence,2018,11 690,73490,5.9687,45.5598
PEUGEOT,208,Automatique,13909,Essence,2019,19 999,36250,1.6114333333333335,46.8066
PEUGEOT,2008,Automatique,25050,Essence,2018,16 480,59400,3.198575,50.1667
PEUGEOT,208,Manuelle,20171,Essence,2019,11 999,86000,0.3333,46.5833
PEUGEOT,2008,Manuelle,28993,Essence,2018,13 190,26000,4.8951,44.928000000000004
PEUGEOT,208,Manuelle,34512,Essence,2017,12 899,33260,-1.1406,44.6287
PEUGEOT,3008,Automatique,679,Diesel,2021,33 999,79000,-0.4812666666666667,46.3231
PEUGEOT,108,Manuelle,2,Essence,2021,13 990,34500,3.214,43.3412
PEUGEOT,308,Manuelle,5,Diesel,2020,23 599,64140,-0.4,43.3
PEUGEOT,208,Manuelle,32403,Diesel,2018,7 990,26000,4.8951,44.928000000000004
PEUGEOT,208,Manuelle,13642,Essence,2019,14 799,86000,0.3333,46.5833
PEUGEOT,208,Manuelle,17225,Essence,2019,11 999,33260,-1.1406,44.6287
PEUGEOT,208,Manuelle,41163,Essence,2018,14 699,36250,1.6114333333333335,46.8066
PEUGEOT,208,Manuelle,23334,Essence,2019,12 499,37500,0.20540666666666668,47.1358
PEUGEOT,3008,Manuelle,16334,Essence,2020,25 399,41200,1.764516666666667,47.3
PEUGEOT,2008,Manuelle,16844,Essence,2019,13 980,74600,6.073166666666666,45.8406
PEUGEOT,2008,Manuelle,96794,Diesel,2013,10 480,74600,6.073166666666666,45.8406
PEUGEOT,3008,Manuelle,44717,Essence,2018,21 680,1000,5.2075,46.2022
PEUGEOT,3008,Automatique,2500,Essence,2020,39 990,84000,4.8089,43.9483
PEUGEOT,208,Manuelle,42226,Essence,2019,11 390,63000,3.0863,45.7797
PEUGEOT,3008,Automatique,42262,Diesel,2018,25 990,60740,2.4536,49.2218
PEUGEOT,3008,Manuelle,3500,Diesel,2021,32 999,37500,0.20540666666666668,47.1358
PEUGEOT,2008,Manuelle,44025,Diesel,2017,15 999,79000,-0.4812666666666667,46.3231
PEUGEOT,3008,Manuelle,150,Diesel,2020,28 990,57000,6.1727,49.1191
PEUGEOT,208,Manuelle,17253,Essence,2019,11 999,33260,-1.1406,44.6287
PEUGEOT,108,Manuelle,1700,Essence,2020,12 990,3110,3.329388888888889,46.1602
PEUGEOT,2008,Manuelle,32673,Essence,2019,14 398,37540,0.6667,47.4
PEUGEOT,2008,Manuelle,40327,Diesel,2018,16 980,74600,6.073166666666666,45.8406
